,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate
1320,2021-01-13, Senior Vice President Product,Current Employee,"Cambridge, East of England, England, England",5,4.0,5.0,2.0,5.0,4.0,5.0,v,v,v,"Amazing company, cares about their employees, as much as supporting scientists","It has a great mission to support scientists with their discoveries. cares about the well being and happiness of their people, which attracts great talent and colleagues.",Can be a little too fast passed and not for people that don't like change.,abcam,abcam.com,1998.0,biotechnology,1001 - 5000,"cambridge, cambridgeshire, united kingdom",united kingdom,linkedin.com/company/abcam,642,1185
1321,2021-01-18, Research Associate,"Current Employee, more than 1 year","Cambridge, East of England, England, England",3,3.0,3.0,3.0,2.0,2.0,2.0,v,v,r,Pay scale is not great,Company has an amazing culture,It is quite difficult to progress in career,abcam,abcam.com,1998.0,biotechnology,1001 - 5000,"cambridge, cambridgeshire, united kingdom",united kingdom,linkedin.com/company/abcam,642,1185
1322,2021-01-20, Data Scientist,Current Employee,"Cambridge, East of England, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Excellent place to work,"Friendly company culture, interesting and worthwhile work, excellent colleagues.",The company canteen isn't great value for money.,abcam,abcam.com,1998.0,biotechnology,1001 - 5000,"cambridge, cambridgeshire, united kingdom",united kingdom,linkedin.com/company/abcam,642,1185
1323,2021-01-22, Laboratory Support Technician,"Current Employee, more than 1 year","Trumpington, England, England",4,5.0,3.0,3.0,5.0,4.0,4.0,v,v,v,Great company to grow with,"Growing company, great opportunities, ISO accredited laboratories (9001 & 13485), essential worker status","Becoming quite 'corporate', sexism apparent, sometimes progression is only available by filling dead men's boots",abcam,abcam.com,1998.0,biotechnology,1001 - 5000,"cambridge, cambridgeshire, united kingdom",united kingdom,linkedin.com/company/abcam,642,1185
1324,2021-02-02, Marketing Manager,"Current Employee, more than 1 year","Cambridge, East of England, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Brilliant!,"Great work, great team, clear leadership, challenging and fun",Lack of parking causes me stress,abcam,abcam.com,1998.0,biotechnology,1001 - 5000,"cambridge, cambridgeshire, united kingdom",united kingdom,linkedin.com/company/abcam,642,1185
1325,2021-02-22, Scientific Support Specialist,"Current Employee, less than 1 year","Cambridge, East of England, England, England",5,5.0,5.0,5.0,4.0,4.0,4.0,v,v,o,Fantastic place to work,"Flexibility, friendly team, good work life balance","Location, could be closer to public transport hub",abcam,abcam.com,1998.0,biotechnology,1001 - 5000,"cambridge, cambridgeshire, united kingdom",united kingdom,linkedin.com/company/abcam,642,1185
1326,2021-03-11, Data Scientist,"Current Employee, more than 3 years","Cambridge, East of England, England, England",5,5.0,5.0,5.0,5.0,4.0,5.0,v,v,v,Amazing,Really great company ! Amazing people with interesting job.,Nothing important to report here,abcam,abcam.com,1998.0,biotechnology,1001 - 5000,"cambridge, cambridgeshire, united kingdom",united kingdom,linkedin.com/company/abcam,642,1185
1327,2021-03-19, Scientific Support Specialist,"Current Employee, more than 1 year","Cambridge, East of England, England, England",5,5.0,5.0,5.0,3.0,1.0,5.0,v,v,v,The Place to Be,"Abcam is an excellent place to work, where you'll be surrounded of nice and motivated people. They value their employees and their customers in a very human and stimulating way",Salary and benefits could be better.,abcam,abcam.com,1998.0,biotechnology,1001 - 5000,"cambridge, cambridgeshire, united kingdom",united kingdom,linkedin.com/company/abcam,642,1185
1328,2021-03-27, Senior Marketing Manager,Current Employee,"Cambridge, East of England, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Never a dull moment,"Great products that are well loved by customers. It's clear the positive contribution Abcam is making to the progression of science and serving life scientists to achieve their mission, faster. This in itself is quite rewarding and motivating. 

Very collaborative and open environment, particularly pleased with the companies efforts to build a more diverse and inclusive workplace. 

Always lots of interesting and new projects going on. The company is also keen to allow people to move between teams, which is a nice way to learn new skills and broaden your horizons.","The pace of change can be a little overwhelming sometimes, especially the near-constant restructuring. You definitely have to be open to change and learn to go with the flow!",abcam,abcam.com,1998.0,biotechnology,1001 - 5000,"cambridge, cambridgeshire, united kingdom",united kingdom,linkedin.com/company/abcam,642,1185
1329,2021-04-06, Pipeline Specialist,"Current Employee, more than 5 years","Cambridge, East of England, England, England",5,4.0,5.0,5.0,5.0,4.0,4.0,v,v,v,Great Company,"Invested in your development
always new opportunities",always more work than time,abcam,abcam.com,1998.0,biotechnology,1001 - 5000,"cambridge, cambridgeshire, united kingdom",united kingdom,linkedin.com/company/abcam,642,1185
1330,2021-04-07, Associate Scientist,Current Employee,"Cambridge, East of England, England, England",3,5.0,3.0,4.0,3.0,3.0,2.0,v,r,x,Growing biotech,"Friendly culture, flexible working hours, growing and career opportunities.","Poor management, unclear goals and thus appraisals.",abcam,abcam.com,1998.0,biotechnology,1001 - 5000,"cambridge, cambridgeshire, united kingdom",united kingdom,linkedin.com/company/abcam,642,1185
1331,2021-04-15, Analyst,"Former Employee, more than 3 years","Cambridge, East of England, England, England",2,3.0,4.0,2.0,2.0,2.0,3.0,x,v,r,Okay place as a stepping stone,"Flexible working in some departments, nice new office.","Salary isn't what the market average is despite using 3rd party benchmarking. Parking is limited. Lacks opportunity to move up in the company, even though they have careers paths there isn't clear guidance on how to move through the path and what is required which seems to result in a lot of external hires as opposed in internal promotions.",abcam,abcam.com,1998.0,biotechnology,1001 - 5000,"cambridge, cambridgeshire, united kingdom",united kingdom,linkedin.com/company/abcam,642,1185
1332,2021-04-20, Global Director,"Current Employee, less than 1 year","Cambridge, East of England, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,"Brilliant to have joined Abcam in 2021, exceptional company doing exceptional things.","Great people, Quality of the the office, the mission, the potential in the industry and the rewards. (Abshare is amazing!).",limited parking at Discovery Drive - fine if you live within cycle range but a minor frustration if you have to commute in from any distance.,abcam,abcam.com,1998.0,biotechnology,1001 - 5000,"cambridge, cambridgeshire, united kingdom",united kingdom,linkedin.com/company/abcam,642,1185
1333,2021-04-21, Scientific Support Specialist,"Current Employee, more than 8 years","Cambridge, East of England, England, England",5,5.0,5.0,5.0,4.0,3.0,5.0,v,v,v,Fabulous place to work at,"great purpose, great colleagues, great canteen",you need to like change to be happy there,abcam,abcam.com,1998.0,biotechnology,1001 - 5000,"cambridge, cambridgeshire, united kingdom",united kingdom,linkedin.com/company/abcam,642,1185
1334,2021-04-21, VP,Current Employee,"Cambridge, East of England, England, England",5,5.0,5.0,5.0,5.0,4.0,5.0,v,v,v,Great culture and great purpose,"Purpose
The best culture I’ve worked in
Freedom
Ambitious technology strategy
Diversity 
Autonomy 
Great place to use your experience freely and develop yourself","Parking isn’t great. 
Has some immature back office processes due to fast growth and expansion",abcam,abcam.com,1998.0,biotechnology,1001 - 5000,"cambridge, cambridgeshire, united kingdom",united kingdom,linkedin.com/company/abcam,642,1185
1335,2021-04-23, FP&A Analyst,"Current Employee, less than 1 year","Cambridge, East of England, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Great place to work.,"- High calibre colleagues;
- Excellent mentors and coaches to learn from;
- Abshare scheme is very generous; and, 
- Canteen is amazing.","Difficult to say as I am new to the firm but, like most of Cambridge, parking is limited (i.e. ~150 spaces in an office that is designed for 450+ heads).",abcam,abcam.com,1998.0,biotechnology,1001 - 5000,"cambridge, cambridgeshire, united kingdom",united kingdom,linkedin.com/company/abcam,642,1185
1336,2021-04-26, Accounts Payable Administrator,"Current Employee, less than 1 year","Cambridge, East of England, England, England",5,4.0,5.0,5.0,5.0,4.0,5.0,v,v,v,Great company to work for,They give you freedom and support as well as confidence to develop your work independently. They encourage you to grow within the company. They are concerned about your comfort and well being while you are working.,"They do temporary contracts many of the times, so that creates a bit of instability on the employee.",abcam,abcam.com,1998.0,biotechnology,1001 - 5000,"cambridge, cambridgeshire, united kingdom",united kingdom,linkedin.com/company/abcam,642,1185
1337,2021-05-04, Finance Director,"Current Employee, more than 3 years","Cambridge, East of England, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,great ambition - widely shared,"Collegiate ethos and supportive teams, who really believe in what the business is trying to achieve.",the volume and pace of change can be bewildering at times - and systems don't always keep pace.,abcam,abcam.com,1998.0,biotechnology,1001 - 5000,"cambridge, cambridgeshire, united kingdom",united kingdom,linkedin.com/company/abcam,642,1185
1338,2021-05-04, VP,"Current Employee, less than 1 year","Cambridge, East of England, England, England",5,5.0,5.0,4.0,5.0,4.0,5.0,v,v,v,Immense feeling of pride,Three new senior starters joining Abcam Finance in May. All with vast experience in their fields and I've no doubt they'd have had a rich choice of employers for their next career move. So proud they've chosen us and their smiles tell me the feeling is mutual. #greattimesahead,We need to find a better parking solution! At least it's keeping my steps up.,abcam,abcam.com,1998.0,biotechnology,1001 - 5000,"cambridge, cambridgeshire, united kingdom",united kingdom,linkedin.com/company/abcam,642,1185
1339,2021-05-18, Anonymous Employee,"Current Employee, less than 1 year","Cambridge, East of England, England, England",5,5.0,5.0,5.0,5.0,4.0,5.0,v,v,v,It is amazing to work for such a great company and be part of the growth journey,Amazing people and amazing opportunities to learn and grow while having a great time.,The pace of change is huge and not everyone might enjoy it.,abcam,abcam.com,1998.0,biotechnology,1001 - 5000,"cambridge, cambridgeshire, united kingdom",united kingdom,linkedin.com/company/abcam,642,1185
1340,2021-05-19, Associate Digital Product Manager,"Current Employee, more than 8 years","Cambridge, East of England, England, England",5,4.0,5.0,4.0,5.0,5.0,4.0,v,v,v,Great place to work,"- Flexible Working Policy
- Enhanced Parental Leave Policy
- Great People and Culture
- Scope for building on your career through promotion
- Supportive Team and Co-workers","- Limited Car Parking on site (I can only park onsite 5 days per month). Having to commute in traffic and then a 20 minute walk isn't fantastic
- Rapid change - can be very reactive sometimes",abcam,abcam.com,1998.0,biotechnology,1001 - 5000,"cambridge, cambridgeshire, united kingdom",united kingdom,linkedin.com/company/abcam,642,1185
1341,2021-05-19, Project Manager,"Current Employee, more than 3 years","Cambridge, East of England, England, England",5,5.0,5.0,5.0,5.0,3.0,4.0,v,v,v,Great place to work and grow,"Plenty of opportunities to grow and learn
Open space office so you have get to know everyone, even the scientists
You can see into the labs
Great canteen & barista and the prices are subsidised by Abcam
Senior & Executive team are always walking the floor and open to conversation
I have done quite a few external courses paid for by Abcam",Parking - the bike to work angle only works if you live in Cambridge and/or you dont have children.,abcam,abcam.com,1998.0,biotechnology,1001 - 5000,"cambridge, cambridgeshire, united kingdom",united kingdom,linkedin.com/company/abcam,642,1185
1342,2021-05-19, Scientific Support Specialist,"Current Employee, more than 1 year","Cambridge, East of England, England, England",4,5.0,4.0,5.0,5.0,5.0,5.0,v,v,v,Great place for growth and Enjoy your jpb,Great environment and ease for finding your perfect role,Salary a bit lower than possible,abcam,abcam.com,1998.0,biotechnology,1001 - 5000,"cambridge, cambridgeshire, united kingdom",united kingdom,linkedin.com/company/abcam,642,1185
1343,2021-05-20, Senior Vice President,Current Employee,"Cambridge, East of England, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Great place to work with compelling purpose,Great place to work with compelling purpose,No cons to speak of,abcam,abcam.com,1998.0,biotechnology,1001 - 5000,"cambridge, cambridgeshire, united kingdom",united kingdom,linkedin.com/company/abcam,642,1185
